,valvula 1,valvula 2,bomba 1,bomba 2,H1,H2,H3,H4,KP,KD,KI,REF1,REF2
40,0.19000000000000006,0.29,0.8500000000000001,0.9300000000000002,41.16404564043194,40.58880144440301,34.982164601051956,36.54283143712826,1,1,0,1,1
41,0.20000000000000007,0.38999999999999996,0.8500000000000001,0.9200000000000002,41.20563475575071,40.68842714276588,34.80230383271674,36.41495629307534,1,1,0,1,1
42,0.20000000000000007,0.37999999999999995,0.8400000000000001,0.8200000000000001,41.236731365214894,40.75398879627839,34.67394435355522,36.31713615508539,1,1,0,1,1
43,0.19000000000000006,0.03999999999999997,0.8500000000000001,0.8200000000000001,41.262327135328086,40.75508629964311,34.546968067660195,36.23039669954406,1,1,0,1,1
44,0.04000000000000005,0.02999999999999997,0.8500000000000001,0.8300000000000001,41.25739368186783,40.75434991041639,34.397544552771755,36.12329776482872,1,1,0,1,1
45,0.04000000000000005,0.01999999999999997,0.8400000000000001,0.8300000000000001,41.25205783245519,40.75149279358133,34.24862133781405,36.01690860517723,1,1,0,1,1
46,0.05000000000000005,0.01999999999999997,0.78,0.8200000000000001,41.25065598245105,40.750460416898434,34.19760924744621,35.98080996633968,1,1,0,1,1
47,0.05000000000000005,0.009999999999999969,0.78,0.5599999999999998,41.24454403671398,40.742473100072175,33.98995948312064,35.83356372696386,1,1,0,1,1
48,0.05000000000000005,0.009999999999999969,0.79,0.5899999999999999,41.24023014578715,40.73702518491343,33.85114278297703,35.73499071603261,1,1,0,1,1
49,0.04000000000000005,0.009999999999999969,0.9400000000000002,0.5899999999999999,41.23482058840544,40.7310815021428,33.70373009934334,35.628326816697346,1,1,0,1,1
50,0.01000000000000005,0.009999999999999969,0.9400000000000002,0.5999999999999999,41.22448904800706,40.7263822397355,33.58952806875522,35.545326728276045,1,1,0,1,1
51,0.01000000000000005,0.01999999999999997,0.9400000000000002,0.75,41.21193767915748,40.722630149493,33.45387832053418,35.446498254457296,1,1,0,1,1
52,0.01000000000000005,0.049999999999999975,0.9300000000000002,0.75,41.19807279782637,40.72374849946797,33.309715910967554,35.3399436891265,1,1,0,1,1
53,0.020000000000000052,0.049999999999999975,0.57,0.74,41.183458084042805,40.7246442631071,33.15528664773071,35.22761699049811,1,1,0,1,1
54,0.020000000000000052,0.03999999999999997,0.57,0.6599999999999999,41.17126695208397,40.72303902672122,33.02951657992733,35.13596934156266,1,1,0,1,1
55,0.020000000000000052,0.03999999999999997,0.58,0.81,41.165658601687205,40.7228357219595,32.97163578578819,35.09422712153203,1,1,0,1,1
56,0.010000000000000052,0.049999999999999975,0.7900000000000001,0.8200000000000001,41.14493353864898,40.72471569290311,32.77623305903535,34.950828499576815,1,1,0,1,1
57,5.204170427930421e-17,0.049999999999999975,0.7900000000000001,0.8800000000000001,41.12820210449899,40.726515153009345,32.64001810818353,34.850876598551025,1,1,0,1,1
58,4.85722573273506e-17,0.049999999999999975,0.7800000000000001,0.8800000000000001,41.10991841037807,40.72828857724523,32.49380517748735,34.7435131904221,1,1,0,1,1
59,0.010000000000000049,0.05999999999999998,0.68,0.8700000000000001,41.09420707698194,40.73165371574251,32.357058920642444,34.643411116769094,1,1,0,1,1
60,0.010000000000000049,0.049999999999999975,0.68,0.5299999999999998,41.079507173209755,40.729279657827355,32.235091516698226,34.55133811853377,1,1,0,1,1
61,4.85722573273506e-17,0.05999999999999998,0.6900000000000001,0.6299999999999999,41.06469906653103,40.72915407029139,32.125683034064096,34.46830890090755,1,1,0,1,1
62,4.85722573273506e-17,0.06999999999999998,0.6900000000000001,0.6399999999999999,41.04671016315432,40.7304362887194,31.99545248311449,34.368834247151106,1,1,0,1,1
63,0.010000000000000049,0.21999999999999997,0.66,0.6299999999999999,41.02996700654284,40.752816172551306,31.878380989055817,34.26901202886432,1,1,0,1,1
64,0.010000000000000049,0.20999999999999996,0.66,0.43999999999999984,41.012657417195435,40.76480691520971,31.768684248970093,34.16725965972723,1,1,0,1,1
65,0.010000000000000049,0.21999999999999997,0.66,0.59,40.9958501222061,40.784438872222665,31.656750688979695,34.06979906292369,1,1,0,1,1
66,4.85722573273506e-17,0.36999999999999994,0.67,0.59,40.976124953300854,40.82571432105183,31.555214981613474,33.96620298386624,1,1,0,1,1
67,4.85722573273506e-17,0.35999999999999993,0.67,0.6,40.95621839706554,40.86621608107613,31.451900147577955,33.86281653356238,1,1,0,1,1
68,4.85722573273506e-17,0.2799999999999999,0.66,0.6,40.948355263550255,40.87763796041345,31.408077993330245,33.82230344277685,1,1,0,1,1
69,0.010000000000000049,0.2699999999999999,0.4499999999999999,0.59,40.923650688893545,40.91259469788993,31.262816810377636,33.69001659217586,1,1,0,1,1
70,0.010000000000000049,0.2799999999999999,0.4499999999999999,0.6900000000000001,40.905919178807736,40.944469347652635,31.154259595065657,33.59643427866749,1,1,0,1,1
71,4.85722573273506e-17,0.30999999999999994,0.4599999999999999,0.6900000000000001,40.88598737275693,40.98232920473381,31.04322149088594,33.49734036197405,1,1,0,1,1
72,4.85722573273506e-17,0.30999999999999994,0.61,0.6900000000000001,40.8679933955814,41.01601294507168,30.944147859831563,33.40886464813929,1,1,0,1,1
73,4.85722573273506e-17,0.31999999999999995,0.7100000000000001,0.7000000000000001,40.849797068275265,41.05165269310701,30.845031561459113,33.32031525807202,1,1,0,1,1
74,0.010000000000000049,0.12999999999999987,0.7000000000000001,0.6900000000000001,40.835312088451595,41.05887695115304,30.7483153567902,33.24432847571691,1,1,0,1,1
75,0.010000000000000049,0.11999999999999987,0.7000000000000001,0.63,40.81993463513707,41.063776877907884,30.64770206038294,33.16455850039279,1,1,0,1,1
76,0.010000000000000049,0.17999999999999985,0.7000000000000001,0.64,40.80699810472873,41.0738507076829,30.567531477601342,33.09812988686372,1,1,0,1,1
77,4.85722573273506e-17,0.16999999999999985,0.7100000000000001,0.8500000000000002,40.78602382007349,41.09507621454987,30.44003896303642,33.00011756332177,1,1,0,1,1
78,0.010000000000000049,0.019999999999999837,0.7100000000000001,0.8600000000000002,40.76631245685222,41.08740016925047,30.304865815883296,32.90134259629729,1,1,0,1,1
79,0.16000000000000003,0.009999999999999837,0.7000000000000001,0.8500000000000002,40.77365223571068,41.077673429658844,30.170567386473643,32.81360867553842,1,1,0,1,1
80,0.16000000000000003,0.019999999999999837,0.7000000000000001,0.8100000000000002,40.780361860262616,41.069951345985984,30.04332282358192,32.73005221371628,1,1,0,1,1
81,0.15000000000000002,0.019999999999999837,0.7100000000000001,0.9600000000000002,40.78496011013219,41.06345375228056,29.927708067321323,32.65364207824371,1,1,0,1,1
82,0.15000000000000002,0.009999999999999837,0.8600000000000002,0.9700000000000002,40.79674280337736,41.05281027494647,29.782507441057497,32.55216455262548,1,1,0,1,1
83,0.16000000000000003,0.10999999999999985,0.8500000000000002,0.9600000000000002,40.80849988204447,41.064064904147806,29.65639866109478,32.463904125174786,1,1,0,1,1
84,0.15000000000000002,0.09999999999999985,0.8600000000000002,0.75,40.8204249658901,41.06957450764805,29.50816621003246,32.354911834897415,1,1,0,1,1
85,0.09000000000000001,0.09999999999999985,0.8600000000000002,0.76,40.81659954147934,41.074762667171655,29.37038445099074,32.25165448255649,1,1,0,1,1
86,0.1,0.08999999999999986,0.8500000000000002,0.9700000000000003,40.81493398966324,41.08129391894391,29.250450871902093,32.16596417460278,1,1,0,1,1
87,0.13,0.08999999999999986,0.8500000000000002,0.9700000000000003,40.81943428854293,41.08834237353241,29.118642369254086,32.07274404591516,1,1,0,1,1
88,0.47000000000000003,0.04999999999999986,0.8600000000000002,0.9700000000000003,40.900212529769064,41.0864268326553,28.986199784273655,31.989789848637518,1,1,0,1,1
89,0.44,0.04999999999999986,0.8600000000000002,0.9700000000000003,40.958638568024384,41.08481821275103,28.881335308303274,31.923303884691823,1,1,0,1,1
90,0.08000000000000003,0.039999999999999855,0.8700000000000002,0.9800000000000003,40.950382588985846,41.07996470009736,28.731591346346935,31.81518084740103,1,1,0,1,1
91,0.02000000000000003,0.029999999999999853,0.8700000000000002,0.9900000000000003,40.93023245671115,41.07369307994343,28.60619549672874,31.722963618067165,1,1,0,1,1
92,0.030000000000000034,0.01999999999999985,0.8700000000000002,0.9800000000000003,40.910476685193544,41.06438474721131,28.470720330616114,31.623543942161472,1,1,0,1,1
93,0.030000000000000034,0.009999999999999851,0.8700000000000002,0.7700000000000001,40.89333945377176,41.05390675417841,28.35542970990103,31.538553887070556,1,1,0,1,1
94,0.02000000000000003,0.10999999999999985,0.8800000000000002,0.7700000000000001,40.87570418410972,41.05840249693824,28.255032807453215,31.46065244339405,1,1,0,1,1
95,0.02000000000000003,0.09999999999999985,0.9800000000000003,0.7800000000000001,40.86120354211217,41.061049428919794,28.170746441012724,31.395356730769624,1,1,0,1,1
96,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.843565527341454,41.05546162264297,28.06624195176221,31.316485606750312,1,1,0,1,1
97,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.820715945147874,41.04816542179175,27.93261868565895,31.21556509915917,1,1,0,1,1
98,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.80166719514257,41.0420349719555,27.8226910537107,31.13247918452954,1,1,0,1,1
99,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.7816985713543,41.03556321401849,27.708840713881003,31.046369200586255,1,1,0,1,1
100,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.76337303183211,41.02958439056424,27.605568861562126,30.968207784166523,1,1,0,1,1
101,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.7431132861769,41.022931711189486,27.492704579137143,30.882728973327115,1,1,0,1,1
102,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.720980464435385,41.01561410642503,27.37092699439719,30.79043199595908,1,1,0,1,1
103,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.698398306317905,41.00809593341858,27.248261886577165,30.69739095730084,1,1,0,1,1
104,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.67478883888902,41.000181355208966,27.121671604119072,30.60129704559795,1,1,0,1,1
105,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.653611298019655,40.99303617330852,27.009514669364513,30.51609477902143,1,1,0,1,1
106,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.63026265470458,40.98510973142892,26.887338908502063,30.423211956099777,1,1,0,1,1
107,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.60716347275021,40.97721915009323,26.76794858880854,30.332376206991785,1,1,0,1,1
108,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.58391549044836,40.96923015490807,26.649229641793127,30.24198166445509,1,1,0,1,1
109,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.55926924998842,40.960710064820304,26.524899730780437,30.147239940589266,1,1,0,1,1
110,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.533950761586944,40.951904971610276,26.39876674771543,30.051045389920834,1,1,0,1,1
111,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.5091483039754,40.94322917508159,26.276716705622828,29.957888529696394,1,1,0,1,1
112,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.489065085211784,40.93616876529251,26.178954686688467,29.883215561796202,1,1,0,1,1
113,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.46680956287482,40.92830862784942,26.0717015727617,29.801237085473524,1,1,0,1,1
114,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.445924136585724,40.92089873289154,25.972061376200806,29.72502471796764,1,1,0,1,1
115,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.42069405102213,40.911905052245494,25.85296357207878,29.63386256443345,1,1,0,1,1
116,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.396461322770556,40.9032243695344,25.73984720172543,29.547210709294493,1,1,0,1,1
117,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.37172449713909,40.89432125654466,25.62562912945512,29.459647105902334,1,1,0,1,1
118,0.02000000000000003,0.039999999999999855,0.9900000000000003,0.7800000000000001,40.34935096615739,40.88623320920727,25.523383657530207,29.381203958195197,1,1,0,1,1
119,0.02000000000000003,0.039999999999999855,0.9900000000000002,0.7800000000000001,40.342041355553874,40.88358360521156,25.490193294278612,29.355728303752635,1,1,0,1,1
120,0.02000000000000003,0.039999999999999855,0.9900000000000002,0.7800000000000001,40.30188374422216,40.86896562801432,25.30968438802465,29.217074069112442,1,1,0,1,1
121,0.02000000000000003,0.039999999999999855,0.9900000000000002,0.7900000000000001,40.272993793079394,40.858482615754106,25.181582775867692,29.118654127713388,1,1,0,1,1
122,0.02000000000000003,0.04999999999999986,0.9900000000000002,0.9400000000000003,40.24756172376182,40.852441298941834,25.06878084890336,29.032910702100605,1,1,0,1,1
123,0.02000000000000003,0.07999999999999986,0.9900000000000002,0.9400000000000003,40.2220401272876,40.8521960460174,24.95718359267304,28.947690007540313,1,1,0,1,1
124,0.010000000000000031,0.22999999999999987,0.9900000000000002,0.9400000000000003,40.1959605288062,40.87919253956386,24.85575167557124,28.868630773599758,1,1,0,1,1
125,0.010000000000000031,0.21999999999999986,0.9900000000000002,0.9500000000000003,40.16387339895401,40.910275115936805,24.731384272522938,28.77220685565727,1,1,0,1,1
126,0.010000000000000031,0.029999999999999853,0.9900000000000002,0.9600000000000003,40.1299377127064,40.897902768344615,24.598489211327667,28.67123403155439,1,1,0,1,1
127,0.02000000000000003,0.23999999999999988,0.9800000000000002,0.9600000000000003,40.09713543738597,40.93702429432355,24.462845584080814,28.566262306328383,1,1,0,1,1
128,0.030000000000000034,0.23999999999999988,0.9800000000000002,0.9500000000000003,40.07484041263328,40.965310784775504,24.363385418654776,28.488857997573753,1,1,0,1,1
129,0.030000000000000034,0.23999999999999988,0.9800000000000002,0.8500000000000002,40.04812541083222,40.99329673900604,24.25167058896678,28.396992101742356,1,1,0,1,1
130,0.030000000000000034,0.23999999999999988,0.9800000000000002,0.7700000000000001,40.025755390261715,41.01278501075429,24.16318361732364,28.320757565050855,1,1,0,1,1
131,0.030000000000000034,0.23999999999999988,0.9700000000000002,0.8700000000000002,40.01625218417862,41.02287636992994,24.123748687748087,28.288673261206107,1,1,0,1,1
132,0.030000000000000034,0.23999999999999988,0.9700000000000002,0.8700000000000002,39.98692533664301,41.053689297592186,24.00299364327178,28.190365282014096,1,1,0,1,1
133,0.030000000000000034,0.23999999999999988,0.9700000000000002,0.8700000000000002,39.95968227215921,41.08187701962524,23.892065445403166,28.09997521287076,1,1,0,1,1
134,0.030000000000000034,0.23999999999999988,0.9700000000000002,0.8700000000000002,39.930961949645265,41.111151083725964,23.776387111396524,28.005629999990745,1,1,0,1,1
135,0.030000000000000034,0.23999999999999988,0.9700000000000002,0.8700000000000002,39.90372229591043,41.1385075219938,23.66784113381881,27.917022811106495,1,1,0,1,1
136,0.030000000000000034,0.23999999999999988,0.9700000000000002,0.8700000000000002,39.87572840452809,41.166217888183816,23.557444441550807,27.82682585302199,1,1,0,1,1
137,0.030000000000000034,0.2499999999999999,0.9800000000000002,0.8700000000000002,39.85344700871819,41.189604163431625,23.470418740001286,27.755396122079283,1,1,0,1,1
138,0.030000000000000034,0.2499999999999999,0.9900000000000002,0.8700000000000002,39.82846124178718,41.215590240892524,23.373410370840816,27.67565327543851,1,1,0,1,1
139,0.030000000000000034,0.2499999999999999,0.9900000000000002,0.8700000000000002,39.805721160723245,41.2389603070202,23.285886698218786,27.60365284170044,1,1,0,1,1
140,0.030000000000000034,0.2499999999999999,0.9900000000000002,0.8700000000000002,39.77780535144341,41.26729223832442,23.179417945932084,27.51599769099195,1,1,0,1,1
141,0.030000000000000034,0.2499999999999999,0.9900000000000002,0.8700000000000002,39.750054017495145,41.29507573164538,23.07461850058474,27.42964161928329,1,1,0,1,1
142,0.030000000000000034,0.2499999999999999,0.9900000000000002,0.8700000000000002,39.719892757095465,41.32485107414042,22.96186793207565,27.336649764064607,1,1,0,1,1
143,0.030000000000000034,0.2599999999999999,0.9900000000000002,0.8700000000000002,39.69311764763123,41.35272246184515,22.863061027666436,27.25483268469664,1,1,0,1,1
144,0.02000000000000003,0.4099999999999999,0.9900000000000002,0.8800000000000002,39.682921349000566,41.37210787148744,22.829922449581183,27.226318870344627,1,1,0,1,1
145,0.02000000000000003,0.3999999999999999,0.9900000000000002,0.9800000000000002,39.635826736741585,41.47110365479609,22.662611620231452,27.095632685013562,1,1,0,1,1
146,0.02000000000000003,0.3699999999999999,0.9800000000000002,0.9800000000000002,39.6130665155471,41.513668625602755,22.58261421070625,27.0332014374382,1,1,0,1,1
147,0.030000000000000034,0.3699999999999999,0.8300000000000001,0.9700000000000002,39.593106148673755,41.55181809967289,22.510464978849637,26.97706219693549,1,1,0,1,1
148,0.18000000000000005,0.3699999999999999,0.8300000000000001,0.9700000000000002,39.59382914574212,41.61537254879928,22.390157734102043,26.889523627413418,1,1,0,1,1
149,0.24000000000000005,0.3699999999999999,0.8400000000000001,0.9700000000000002,39.60351452049464,41.65674786911437,22.311765293570677,26.83366489607115,1,1,0,1,1
150,0.25000000000000006,0.3699999999999999,0.9400000000000002,0.9800000000000002,39.62305943427399,41.70943996118784,22.212401054761106,26.758769029123858,1,1,0,1,1
151,0.25000000000000006,0.3799999999999999,0.9400000000000002,0.9900000000000002,39.64387506937437,41.7690646408469,22.10446795759913,26.678009374610333,1,1,0,1,1
152,0.25000000000000006,0.24999999999999986,0.9400000000000002,0.9900000000000002,39.6637394725835,41.799917648637,21.999912629771966,26.599939337689136,1,1,0,1,1
153,0.24000000000000005,0.30999999999999983,0.9500000000000002,0.9900000000000002,39.68246385147136,41.84486624725956,21.891053176904613,26.51782288024805,1,1,0,1,1
154,0.24000000000000005,0.2999999999999998,0.9800000000000002,0.9900000000000002,39.70252935359594,41.88719441498854,21.78317076645501,26.434839247780054,1,1,0,1,1
155,0.24000000000000005,0.32999999999999985,0.9800000000000002,0.9900000000000002,39.72286975454412,41.93716237083998,21.672453670985554,26.3495386949535,1,1,0,1,1
156,0.25000000000000006,0.5199999999999999,0.9800000000000002,0.9800000000000002,39.745952875951346,42.02980275213632,21.560990979560103,26.26220626075631,1,1,0,1,1
157,0.25000000000000006,0.3299999999999999,0.9900000000000002,0.9800000000000002,39.766308423951244,42.073314596391356,21.463471723928155,26.185908747138328,1,1,0,1,1
158,0.24000000000000005,0.3299999999999999,0.9900000000000002,0.9900000000000002,39.7865502034606,42.12322010577644,21.352268543780436,26.09946659335085,1,1,0,1,1
159,0.24000000000000005,0.3199999999999999,0.9900000000000002,0.9900000000000002,39.80435589221421,42.16564666569773,21.253140186878188,26.022358704102952,1,1,0,1,1
160,0.24000000000000005,0.03999999999999987,0.9900000000000002,0.9900000000000002,39.82414819884745,42.15064999911212,21.140744463490037,25.935414150674468,1,1,0,1,1
161,0.24000000000000005,0.03999999999999987,0.9900000000000002,0.9900000000000002,39.83021477939841,42.14597587652364,21.10596638266555,25.908494186585614,1,1,0,1,1
162,0.25000000000000006,0.029999999999999867,0.9900000000000002,0.9900000000000002,39.85481849952945,42.12640767197852,20.980066643303598,25.81102135356867,1,1,0,1,1
163,0.25000000000000006,0.019999999999999865,0.9900000000000002,0.9900000000000002,39.87367564678415,42.10910516049854,20.882287272934686,25.735263094646502,1,1,0,1,1
164,0.26000000000000006,0.029999999999999867,0.9900000000000002,0.9900000000000002,39.896800866549206,42.091957676695195,20.773984638050496,25.65127792667509,1,1,0,1,1
165,0.26000000000000006,0.019999999999999865,0.9900000000000002,0.9900000000000002,39.91883882258999,42.07317361675611,20.66957142485978,25.5702513991871,1,1,0,1,1
166,0.25000000000000006,0.019999999999999865,0.9900000000000002,0.9900000000000002,39.93879536798298,42.053666616406595,20.562032171629394,25.486698172181704,1,1,0,1,1
167,0.22000000000000006,0.019999999999999865,0.9900000000000002,0.9900000000000002,39.95094145482293,42.034125263906816,20.455199405621737,25.40354839343896,1,1,0,1,1
168,0.07000000000000005,0.009999999999999865,0.9800000000000002,0.9900000000000002,39.928542671118244,42.01488637504826,20.3611702625008,25.33016040129113,1,1,0,1,1
169,0.08000000000000004,0.19999999999999987,0.9800000000000002,0.9800000000000002,39.90734287797925,42.032066794197995,20.264681842583506,25.254131115490882,1,1,0,1,1
170,0.08000000000000004,0.049999999999999864,0.9800000000000002,0.9800000000000002,39.88492138686026,42.019102580570326,20.163118474191112,25.17459656544796,1,1,0,1,1
171,0.08000000000000004,0.03999999999999986,0.9700000000000002,0.9800000000000002,39.862953415040636,42.004543520688564,20.0655619754002,25.098327132362904,1,1,0,1,1
172,0.08000000000000004,0.03999999999999986,0.8400000000000001,0.9800000000000002,39.83824435637515,41.98980083248461,19.96767375245117,25.02383947060387,1,1,0,1,1
173,0.08000000000000004,0.03999999999999986,0.9900000000000002,0.9800000000000002,39.81421998210877,41.97368522428712,19.86168464162361,24.940467186911636,1,1,0,1,1
174,0.08000000000000004,0.03999999999999986,0.9900000000000002,0.9800000000000002,39.79291025400835,41.959424032025744,19.768768718670202,24.867310007589133,1,1,0,1,1
175,0.08000000000000004,0.03999999999999986,0.9900000000000002,0.9800000000000002,39.7691424138193,41.94355370149403,19.666316055855894,24.786569427353115,1,1,0,1,1
176,0.08000000000000004,0.03999999999999986,0.9900000000000002,0.9800000000000002,39.745285643858516,41.92766092432517,19.564697411995567,24.70640817512531,1,1,0,1,1
